LOOKUP_VALUE,LOOKUP_RESULT
250-PW-XXXXX-03C03-P,FPSO-CL-TS-PW-02
250-WC-40016-01C02,FPSO-CL-TS-WC-01
250-WC-40017-01C02,FPSO-CL-TS-WC-01
250-WC-40026-01C02,FPSO-CL-TS-WC-01
250-WC-40502-1CG,FPSO-CL-TS-WC-02
250-WC-40505-1CG,FPSO-CL-TS-WC-02
250-WC-40506-1CG,FPSO-CL-TS-WC-02
250-WF-71306-01K01,FPSO-CL-TS-WF-01
300-FH-43001-01C02,FPSO-CL-TS-FH-01
300-FH-43002-01C02,FPSO-CL-TS-FH-01
300-FH-43103-01C02,FPSO-CL-TS-FH-01
300-FH-43107-01C02,FPSO-CL-TS-FH-01
300-FH-43510-01C02,FPSO-CL-TS-FH-01
300-FL-43070-01C02,FPSO-CL-TS-FL-01
300-FL-43080-01C02,FPSO-CL-TS-FL-01
300-FL-43176-01C02,FPSO-CL-TS-FL-01
300-FL-43509-01C02,FPSO-CL-TS-FL-01
300-FL-43510-01C02,FPSO-CL-TS-FL-01
300-OC-33875-XXX,FPSO-CL-MA-OC-03
300-OC-33880-XXX,FPSO-CL-MA-OC-03
300-OC-33882-XXX,FPSO-CL-MA-OC-03
300-OC-33885-XXX,FPSO-CL-MA-OC-03
300-OC-33892-XXX,FPSO-CL-MA-OC-03
300-OC-33897-XXX,FPSO-CL-MA-OC-03
300-OC-33906-XXX,FPSO-CL-MA-OC-03
300-OC-33917-XXX,FPSO-CL-MA-OC-03
300-OC-33921-XXX,FPSO-CL-MA-OC-03
300-PF-20001-03C03-P,FPSO-CL-TS-PF-01
300-PF-20002-03C03-P,FPSO-CL-TS-PF-01
300-PF-20003-03C03-P,FPSO-CL-TS-PF-01
300-PF-20500-03C03-P,FPSO-CL-TS-PF-01
300-PF-20501-03C03-P,FPSO-CL-TS-PF-01
300-PF-20508-03C03-P,FPSO-CL-TS-PF-01
300-PF-20509-03C03-P,FPSO-CL-TS-PF-01
300-PG-20004-03C03-P,FPSO-CL-TS-PG-01
300-PG-20005-03C03-P,FPSO-CL-TS-PG-01
300-PG-20025-03D01-P,FPSO-CL-TS-PG-02
300-PG-20028-03D01-P,FPSO-CL-TS-PG-02
300-PG-20037-03C03-PA,FPSO-CL-TS-PG-03
300-PG-20048-03C03-P,FPSO-CL-TS-PG-01
300-PG-20049-03C03-P,FPSO-CL-TS-PG-01
300-PG-20502-01C03-P,FPSO-CL-TS-PG-01
300-PG-20506-03C03-P,FPSO-CL-TS-PG-01
300-PG-23001-03C03,FPSO-CL-TS-PG-01
300-PG-23001-03C03-A,FPSO-CL-TS-PG-03
300-PG-23002-03C03-A,FPSO-CL-TS-PG-03
300-PG-23019-09C03-A,FPSO-CL-TS-PG-03
300-PG-23038-03D01-A,FPSO-CL-TS-PG-06
300-PG-23070-01C03-P,FPSO-CL-TS-PG-01
300-PG-23400-01C03-P,FPSO-CL-TS-RP-01
300-PL-13L9004-BC11X-P-50,FPSO-CL-TS-PF-02
300-PL-13L9005-BC11X-P-50,FPSO-CL-TS-PF-02
300-PL-20011-01C02-P,FPSO-CL-TS-PL-01
300-PW-44002-01X01-P,FPSO-CL-TS-PW-03
300-PW-44003-01C03,FPSO-CL-TS-PW-02
300-PW-44037-01C03,FPSO-CL-TS-PW-02
300-WC-40033-01C02,FPSO-CL-TS-WC-01
300-WC-40040-01C02,FPSO-CL-TS-WC-01
300-WC-40043-01C02,FPSO-CL-TS-WC-01
300-WC-40044-01C02,FPSO-CL-TS-WC-01
300-WC-40045-01C02,FPSO-CL-TS-WC-01
300-WC-40046-01C02,FPSO-CL-TS-WC-01
300-WC-40500-1CG,FPSO-CL-TS-WC-02
300-WC-40501-1CG,FPSO-CL-TS-WC-02
300-WC-40511-1CG,FPSO-CL-TS-WC-02
300-WC-40513-1CG,FPSO-CL-TS-WC-02
300-WS-50016-01G02,FPSO-CL-TS-WS-01
300-WS-50017-01G02,FPSO-CL-TS-WS-01
300-WS-50018-01G02,FPSO-CL-TS-WS-01
300-WS-50019-01G02,FPSO-CL-TS-WS-01
32-WZ-53813-1SS-CC,FPSO-CL-TS-WD-04
33-ZX-012 6C Cargo Oil Tank,33-ZX-012 6C Cargo Oil Tank
350-FL-43085-01C02,FPSO-CL-TS-FL-01
350-FL-43086-01C02,FPSO-CL-TS-FL-01
350-FL-43511-01C02,FPSO-CL-TS-FL-01
350-FL-43512-01C02,FPSO-CL-TS-FL-01
38-CB-001A,38-CB-001A/B
38-CB-001B,38-CB-001A/B
38-HA-001 (Shell),38-HA-001 (Shell)
38-HA-001 (tube + channel),38-HA-001 (tube + channel)
38-HE-005 (shell),38-HE-005 (shell)
38-HE-005 (tube),38-HE-005 (tube)
38-HF-002 (shell),38-HF-002 (shell)
38-HF-002 (tube + bonnet),38-HF-002 (tube + bonnet)
38-HF-003 (shell),38-HF-003 (shell)
38-HF-003 (tube + bonnet),38-HF-003 (tube + bonnet)
38-HI-004,38-HI-004
38-VD-002,38-VD-002
38-VE-003,38-VE-003
38-VE-004,38-VE-004
38-VL-005,38-VL-005
"4"" TEST/DRAIN",FPSO-CL-TS-WF-01
40-CI-42309-01S01,FPSO-CL-TS-CI-01
40-CI-42310-01S01,FPSO-CL-TS-CI-01
40-CI-42311-01S01,FPSO-CL-TS-CI-01
40-CI-42312-01S01,FPSO-CL-TS-CI-01
40-CI-42313-01S01,FPSO-CL-TS-CI-01
40-OC-30807-1LC,FPSO-CL-MA-OC-01
40-OH-65801-1CS,FPSO-CL-MA-OH-01
40-OH-65802-1CS,FPSO-CL-MA-OH-01
40-WF-71313-01K01,FPSO-CL-TS-WF-01
40-WF-71331-01K01,FPSO-CL-TS-WF-01
40-WF-71332-01K01,FPSO-CL-TS-WF-01
40-WF-71334-01K01,FPSO-CL-TS-WF-01
40-WF-71337-01K01,FPSO-CL-TS-WF-01
40-WF-71344-01K01,FPSO-CL-TS-WF-01
40-WF-71354-01K01,FPSO-CL-TS-WF-01
40-WF-71355-01K01,FPSO-CL-TS-WF-01
40-WF-71356-01K01,FPSO-CL-TS-WF-01
40-WF-71360-01K01,FPSO-CL-TS-WF-01
40-WF-71361-01K01,FPSO-CL-TS-WF-01
400-FH-43029-01C02,FPSO-CL-TS-FH-01
400-FH-43030-01C02,FPSO-CL-TS-FH-01
400-FH-43500-01C02,FPSO-CL-TS-FH-01
400-FH-43508-01C02,FPSO-CL-TS-FH-01
400-OC-30803-1LC,FPSO-CL-MA-OC-01
400-OC-33881-XXX,FPSO-CL-MA-OC-03
400-OC-33884-XXX,FPSO-CL-MA-OC-03
400-OC-33888-XXX,FPSO-CL-MA-OC-03
400-OC-33890-XXX,FPSO-CL-MA-OC-03
400-OC-33893-XXX,FPSO-CL-MA-OC-03
400-OC-33894-XXX,FPSO-CL-MA-OC-03
400-OC-33899-XXX,FPSO-CL-MA-OC-03
400-OC-33910-XXX,FPSO-CL-MA-OC-03
400-OC-33911-XXX,FPSO-CL-MA-OC-03
400-OC-33912-XXX,FPSO-CL-MA-OC-03
400-OC-33916-XXX,FPSO-CL-MA-OC-03
400-OC-33919-XXX,FPSO-CL-MA-OC-03
400-OC-33923-XXX,FPSO-CL-MA-OC-03
400-OC-33925-XXX,FPSO-CL-MA-OC-03
400-WC-40022-01C02,FPSO-CL-TS-WC-01
400-WC-40024-01C02,FPSO-CL-TS-WC-01
400-WC-40025-01C02,FPSO-CL-TS-WC-01
400-WC-40060-01C02,FPSO-CL-TS-WC-01
400-WC-40061-01C02,FPSO-CL-TS-WC-01
400-WC-40500-1CG,FPSO-CL-TS-WC-02
400-WC-40501-1CG,FPSO-CL-TS-WC-02
44-HA-001 (shell),44-HA-001 (shell)
44-HA-001 (tube + bonnet),44-HA-001 (tube + bonnet)
45-FE-002A,45-FE-002A
450-WS-50001-01G02,FPSO-CL-TS-WS-01
450-WS-50002-01G02,FPSO-CL-TS-WS-01
50-AI-63001-01E01,FPSO-CL-TS-AD-01
50-AI-63001-01S01,FPSO-CL-TS-AD-02
50-AI-63002-01E01,FPSO-CL-TS-AD-01
50-AI-63004-01E01,FPSO-CL-TS-AD-01
50-AI-63005-01E01,FPSO-CL-TS-AD-01
50-AI-63007-01E01,FPSO-CL-TS-AD-01
50-AI-63009-01E01,FPSO-CL-TS-AD-01
50-AI-63010-01E01,FPSO-CL-TS-AD-01
50-AI-63011-01E01,FPSO-CL-TS-AD-01
50-AI-63012-01E01,FPSO-CL-TS-AD-01
50-AI-63013-01E01,FPSO-CL-TS-AD-01
50-AI-63014-01E01,FPSO-CL-TS-AD-01
50-AI-63030-01E01,FPSO-CL-TS-AD-01
50-AI-63031-01E01,FPSO-CL-TS-AD-01
50-AI-63034-01E01,FPSO-CL-TS-AD-01
50-AI-63035-01E01,FPSO-CL-TS-AD-01
50-AI-63037-01E01,FPSO-CL-TS-AD-01
50-AI-63038-01E01,FPSO-CL-TS-AD-01
50-AI-63040-01E01,FPSO-CL-TS-AD-01
50-AI-63044-01E01,FPSO-CL-TS-AD-01
50-AI-63450-01E01,FPSO-CL-TS-AD-01
50-AU-63015-01E01,FPSO-CL-TS-AD-01
50-AU-63016-01E01,FPSO-CL-TS-AD-01
50-AU-63017-01E01,FPSO-CL-TS-AD-01
50-AU-63018-01E01,FPSO-CL-TS-AD-01
50-AU-63019-01E01,FPSO-CL-TS-AD-01
50-AU-63020-01E01,FPSO-CL-TS-AD-01
50-AU-63021-01E01,FPSO-CL-TS-AD-01
50-AU-63022-01E01,FPSO-CL-TS-AD-01
50-AU-63023-01E01,FPSO-CL-TS-AD-01
50-CG-24002-09C02,FPSO-CL-TS-CG-01
50-CG-24003-09C02,FPSO-CL-TS-CG-02
50-CG-38001-09C02,FPSO-CL-TS-CG-02
50-CG-38002-09C02-P,FPSO-CL-TS-CG-03
50-CG-38005-01C02,FPSO-CL-TS-CG-01
50-CG-38006-01C02,FPSO-CL-TS-CG-01
50-CG-38007-01C02,FPSO-CL-TS-CG-01
50-CG-38008-01C02,FPSO-CL-TS-CG-01
50-CG-38009-01C02,FPSO-CL-TS-CG-01
50-CG-38300-01C02-P,FPSO-CL-TS-CG-04
50-CG-38301-01C02-P,FPSO-CL-TS-CG-04
50-CG-38302-01C02-P,FPSO-CL-TS-CG-04
50-CG-38451-09C02-P,FPSO-CL-TS-CG-04
50-CG-38452-09C02-P,FPSO-CL-TS-CG-04
50-CG-38454-01C02-H,FPSO-CL-TS-CG-05
50-CG-38455-01C02-H,FPSO-CL-TS-CG-05
50-CG-38456-01C02-H,FPSO-CL-TS-CG-03
50-CG-38457-01C02-P,FPSO-CL-TS-CG-03
50-CG-38458-01C02-P,FPSO-CL-TS-CG-03
50-CG-38462-01C02,FPSO-CL-TS-DC-01
50-CG-38463-01C02,FPSO-CL-TS-CG-01
50-CG-38464-01C02,FPSO-CL-TS-DC-01
50-CG-38465-01C02,FPSO-CL-TS-DC-01
50-CG-38466-01C02,FPSO-CL-TS-CG-02
50-CG-38467-01C02,FPSO-CL-TS-CG-01
50-CG-38470-01C02-P,FPSO-CL-TS-CG-04
50-CG-38471-01C02-P,FPSO-CL-TS-CG-04
50-CG-38472-01C02,FPSO-CL-TS-CG-04
50-CG-38474-01C02-P,FPSO-CL-TS-CG-04
50-CG-38475-01C02-P,FPSO-CL-TS-CG-04
50-CG-38476-01C02-H,FPSO-CL-TS-CG-04
50-CG-38477-01C02-P,FPSO-CL-TS-CG-04
50-CG-38478-01C02-P,FPSO-CL-TS-FL-01
50-CG-38484-01C02-P,FPSO-CL-TS-CG-04
50-CG-38485-01C02-P,FPSO-CL-TS-CG-04
50-CG-38487-09C02-P,FPSO-CL-TS-CG-03
50-CG-38488-09C02-P,FPSO-CL-TS-CG-03
50-CG-38489-01C02-P,FPSO-CL-TS-CG-03
50-CG-38490-09C02,FPSO-CL-TS-CG-03
50-CG-38491-09C02,FPSO-CL-TS-CG-03
50-CG-38492-01C02,FPSO-CL-TS-CG-01
50-CG-38500-01C02,FPSO-CL-TS-CG-01
50-CG-39009-01C02,FPSO-CL-TS-CG-01
50-CI-42040-01S01,FPSO-CL-TS-CI-01
50-CI-42041-01S01,FPSO-CL-TS-CI-01
50-CI-42042-01S01,FPSO-CL-TS-CI-01
50-CI-42043-01S01,FPSO-CL-TS-CI-01
50-CI-42044-01S01,FPSO-CL-TS-CI-01
50-CI-42045-01S01,FPSO-CL-TS-CI-01
50-CI-42046-01S01,FPSO-CL-TS-CI-01
50-CI-42047-01S01,FPSO-CL-TS-CI-01
50-CI-42304-01S01,FPSO-CL-TS-CI-01
50-CI-42305-01S01,FPSO-CL-TS-CI-01
50-CI-42306-01S01,FPSO-CL-TS-CI-01
50-CI-42307-01S01,FPSO-CL-TS-CI-01
50-CI-42308-01S01,FPSO-CL-TS-CI-01
50-CI-42314-01S01,FPSO-CL-TS-CI-01
50-CI-42315-01S01,FPSO-CL-TS-CI-01
50-CI-42316-01S01,FPSO-CL-TS-CI-01
50-CI-42317-01S01,FPSO-CL-TS-CI-01
50-DC-57009-01C02,FPSO-CL-TS-DC-01
50-DC-57010-01C02,FPSO-CL-TS-DC-01
50-DC-57011-01C02,FPSO-CL-TS-DC-01
50-DC-57012-01C02,FPSO-CL-TS-DC-01
50-DC-57013-01C02,FPSO-CL-TS-DC-01
50-DC-57014-01C02,FPSO-CL-TS-DC-01
50-DC-57015-01C02,FPSO-CL-TS-DC-01
50-DC-57016-01C02,FPSO-CL-TS-DC-01
50-DC-57019-01C02,FPSO-CL-TS-DC-01
50-DC-57020-01C02,FPSO-CL-TS-DC-01
50-DC-57024-01C02,FPSO-CL-TS-DC-01
50-DC-57025-01C02,FPSO-CL-TS-DC-01
50-DC-57027-01C02,FPSO-CL-TS-DC-01
50-DC-57028-01C02,FPSO-CL-TS-DC-01
50-DC-57029-01C02,FPSO-CL-TS-DC-01
50-DC-57030-01C02,FPSO-CL-TS-DC-01
50-DC-57031-01C02,FPSO-CL-TS-DC-01
50-DC-57042-01C02,FPSO-CL-TS-DC-01
50-DC-57043-01C02,FPSO-CL-TS-DC-01
50-DC-57044-01C02,FPSO-CL-TS-DC-01
50-DC-57048-03C02,FPSO-CL-TS-DC-01
50-DC-57051-01C02,FPSO-CL-TS-DC-01
50-DC-57056-03C02,FPSO-CL-TS-DC-01
50-DC-57058-06C02,FPSO-CL-TS-DC-01
50-DC-57059-25C02,FPSO-CL-TS-DC-01
50-DC-57063-01C02,FPSO-CL-TS-DC-01
50-DC-57067-01C02,FPSO-CL-TS-DC-01
50-DC-57068-01C02,FPSO-CL-TS-DC-01
50-DC-57069-01C02,FPSO-CL-TS-DC-01
50-DC-57076-25C02,FPSO-CL-TS-DC-01
50-DC-57077-15C02,FPSO-CL-TS-DC-01
50-DC-57300-01C02,FPSO-CL-TS-DC-01
50-DC-57301-01C02,FPSO-CL-TS-DC-01
50-DC-57310-01C02,FPSO-CL-TS-DC-01
50-DC-57316-01C02-P,FPSO-CL-TS-DC-01
50-DC-57317-01C02-P,FPSO-CL-TS-DC-01
50-DC-57400-01C03,FPSO-CL-TS-DC-02
50-DC-57401-01C03,FPSO-CL-TS-RP-01
50-DC-57402-01C03,FPSO-CL-TS-RP-01
50-DC-57403-01C03,FPSO-CL-TS-DC-02
50-DC-57404-01C03,FPSO-CL-TS-DC-02
50-DC-57450-01C02-P,FPSO-CL-TS-DC-01
50-DC-57451-01C02-P,FPSO-CL-TS-DC-01
50-DC-XXXXX-03C03,FPSO-CL-TS-DC-02
50-DC-XXXXX-09C03,FPSO-CL-TS-DC-02
50-DH-56010-01C02,FPSO-CL-TS-DH-01
50-DH-56011-01C02,FPSO-CL-TS-DH-01
50-DH-56013-01C02,FPSO-CL-TS-DH-01
50-DH-56014-01C02,FPSO-CL-TS-DH-01
50-DH-56015-01C02,FPSO-CL-TS-DH-01
50-DH-56052-01C02,FPSO-CL-TS-DH-01
50-DH-56056-01C02,FPSO-CL-TS-DH-01
50-DH-56057-01C02,FPSO-CL-TS-DH-01
50-DH-56058-01C02,FPSO-CL-TS-DH-01
50-DH-56059-01C02,FPSO-CL-TS-DH-01
50-DH-56060-01C02,FPSO-CL-TS-DH-01
50-DH-56061-01C02,FPSO-CL-TS-DH-01
50-DH-56062-01C02,FPSO-CL-TS-DH-01
50-DH-56063-01C02,FPSO-CL-TS-DH-01
50-DH-56064-01C02,FPSO-CL-TS-DH-01
50-DH-56065-01C02,FPSO-CL-TS-DH-01
50-DH-56066-01C02,FPSO-CL-TS-DH-01
50-DH-56067-01C02,FPSO-CL-TS-DH-01
50-DH-56068-01C02,FPSO-CL-TS-DH-01
50-DH-56069-01C02,FPSO-CL-TS-DH-01
50-DH-56070-01C02,FPSO-CL-TS-DH-01
50-DH-56071-01C02,FPSO-CL-TS-DH-01
50-DH-56102-01C02,FPSO-CL-TS-DH-01
50-DH-56103-01C02,FPSO-CL-TS-DH-01
50-DH-56104-01C02,FPSO-CL-TS-DH-01
50-DH-56105-01C02,FPSO-CL-TS-DH-01
50-DH-56108-01C02,FPSO-CL-TS-DH-01
50-DH-56109-01C02,FPSO-CL-TS-DH-01
50-DH-56110-01C02,FPSO-CL-TS-DH-01
50-DH-56111-01C02,FPSO-CL-TS-DH-01
50-DH-56112-01C02,FPSO-CL-TS-DH-01
50-DH-56113-01C02,FPSO-CL-TS-DH-01
50-DH-56114-01C02,FPSO-CL-TS-DH-01
50-DH-56115-01C02,FPSO-CL-TS-DH-01
50-DH-56116-01C02,FPSO-CL-TS-DH-01
50-DH-56116A-01C02,FPSO-CL-TS-DH-01
50-DH-56117-01C02,FPSO-CL-TS-DH-01
50-DH-56118-01C02,FPSO-CL-TS-DH-01
50-DH-56119-01C02,FPSO-CL-TS-DH-01
50-DH-56119A-01C02,FPSO-CL-TS-DH-01
50-DH-56120-01C02,FPSO-CL-TS-DH-01
50-DH-56121-01C02,FPSO-CL-TS-DH-01
50-DH-56122-01C02,FPSO-CL-TS-DH-01
50-DH-56123-01C02,FPSO-CL-TS-DH-01
50-DH-56129-01C02,FPSO-CL-TS-DH-01
50-DH-56130-01C02,FPSO-CL-TS-DH-01
50-DH-56131-01C02,FPSO-CL-TS-DH-01
50-DH-56137-01C02,FPSO-CL-TS-DH-01
50-DH-56138-01C02,FPSO-CL-TS-DH-01
50-DH-56139-01C02,FPSO-CL-TS-DH-01
50-DH-56141-01C02,FPSO-CL-TS-DH-01
50-DH-56300-01C02,FPSO-CL-TS-DH-01
50-DH-56302-01C02,FPSO-CL-TS-DH-01
50-DH-56303-01C02,FPSO-CL-TS-DH-01
50-DH-56305-01C02,FPSO-CL-TS-DH-01
50-DH-56306-01C02,FPSO-CL-TS-DH-01
50-DH-56308-01C02,FPSO-CL-TS-DH-01
50-DH-56309-01C02,FPSO-CL-TS-DH-01
50-DH-56310-01C02,FPSO-CL-TS-DH-01
50-DH-56317-01C02,FPSO-CL-TS-DH-01
50-DH-56401-01C02,FPSO-CL-TS-DH-01
50-DH-56554-01C02,FPSO-CL-TS-DH-01
50-DH-56555-01C02,FPSO-CL-TS-DH-01
50-DH-56556-01C02,FPSO-CL-TS-DH-01
50-DH-56557-01C02,FPSO-CL-TS-DH-01
50-DH-56558-01C02,FPSO-CL-TS-DH-01
50-DH-56559-01C02,FPSO-CL-TS-DH-01
50-DH-56564-01C02,FPSO-CL-TS-DH-01
50-DN-56075-01C02,FPSO-CL-TS-DN-01
50-DN-56094-01C02,FPSO-CL-TS-DN-01
50-DN-56095-01C02,FPSO-CL-TS-DN-01
50-DN-56096-01C02,FPSO-CL-TS-DN-01
50-DN-56097-01C02,FPSO-CL-TS-DN-01
50-DN-56098-01C02,FPSO-CL-TS-DN-01
50-DN-56099-01C02,FPSO-CL-TS-DN-01
50-DN-56100-01C02,FPSO-CL-TS-DN-01
50-DN-56101-01C02,FPSO-CL-TS-DN-01
50-DN-56133-01C02,FPSO-CL-TS-DN-01
50-DN-56134-01C02,FPSO-CL-TS-DN-01
50-DN-56135-01C02,FPSO-CL-TS-DN-01
50-DN-56313-01C02,FPSO-CL-TS-DN-01
50-DN-56314-01C02,FPSO-CL-TS-DN-01
50-DO-62001-01C02,FPSO-CL-TS-DO-01
50-DO-62002-01S01,FPSO-CL-TS-DO-02
50-DO-62003-01C02,FPSO-CL-TS-DO-01
50-DO-62004-01S01,FPSO-CL-TS-DO-02
50-DO-62005-01C02,FPSO-CL-TS-DO-01
50-DO-62006-01S01,FPSO-CL-TS-DO-02
50-FG-45014-01C02-E,FPSO-CL-TS-FG-02
50-FG-45018-03C02,FPSO-CL-TS-FG-04
50-FG-45019-03C02,FPSO-CL-TS-FG-04
50-FG-45020-03C02,FPSO-CL-TS-FG-04
50-FG-45021-03C02,FPSO-CL-TS-FG-04
50-FG-45023-01C02,FPSO-CL-TS-FG-01
50-FG-45024-01C02,FPSO-CL-TS-FG-01
50-FG-45035-03C02,FPSO-CL-TS-FG-04
50-FG-45036-03C02,FPSO-CL-TS-FG-04
50-FG-45042-03C02-E,FPSO-CL-TS-FG-02
50-FG-45044-03C02,FPSO-CL-TS-FG-01
50-FG-45048-03C02,FPSO-CL-TS-FG-01
50-FG-45049-06S01-E,FPSO-CL-TS-FG-03
50-FG-45054-06S01-E,FPSO-CL-TS-FG-03
50-FG-45055-06S01-E,FPSO-CL-TS-FG-03
50-FG-45056-06S01-E,FPSO-CL-TS-FG-03
50-FG-45300-01C02,FPSO-CL-TS-FG-01
50-FG-45301-01C02,FPSO-CL-TS-FG-01
50-FG-45302-01C02,FPSO-CL-TS-FG-01
50-FG-45451-01C02-E,FPSO-CL-TS-FG-02
50-FG-45452-01C02-H,FPSO-CL-TS-FG-02
50-FG-45454-01C02-E,FPSO-CL-TS-FG-02
50-FG-45501-01C02,FPSO-CL-TS-FG-01
50-FG-45502-01C02-E,FPSO-CL-TS-FG-02
50-FG-45503-01C02,FPSO-CL-TS-FG-01
50-FG-XXXXX-03C02-E,FPSO-CL-TS-FG-02
50-FH-43011-01C02,FPSO-CL-TS-FH-01
50-FH-43016-01C02,FPSO-CL-TS-FH-01
50-FH-43023-01C02,FPSO-CL-TS-FH-01
50-FH-43117-01C02,FPSO-CL-TS-FH-01
50-FH-43118-01C02,FPSO-CL-TS-FH-01
50-FH-43122-01C02,FPSO-CL-TS-FH-01
50-FH-43123-01C02,FPSO-CL-TS-FH-01
50-FH-43128-01C02,FPSO-CL-TS-FH-01
50-FH-43129-01C02,FPSO-CL-TS-FH-01
50-FH-43132-01C02,FPSO-CL-TS-FH-01
50-FH-43133-01C02,FPSO-CL-TS-FH-01
50-FH-43137-01C02,FPSO-CL-TS-FH-01
50-FH-43138-01C02,FPSO-CL-TS-FH-01
50-FH-43140-01C02,FPSO-CL-TS-FH-01
50-FH-43308-01C02,FPSO-CL-TS-RP-01
50-FH-43309-01C02,FPSO-CL-TS-RP-01
50-FH-43315-01C02,FPSO-CL-TS-FH-01
50-FH-43406-01C02,FPSO-CL-TS-FH-01
50-FH-43450-01C02,FPSO-CL-TS-FH-01
50-FH-43451-01C02,FPSO-CL-TS-FH-01
50-FL-43071-01C02,FPSO-CL-TS-FL-01
50-FL-43072-01C02,FPSO-CL-TS-FL-01
50-FL-43074-01C02,FPSO-CL-TS-FL-01
50-FL-43079-01C02,FPSO-CL-TS-FL-01
50-FL-43300-01C02,FPSO-CL-TS-FL-01
50-FL-43301-01C02,FPSO-CL-TS-FL-01
50-FL-43302-01C02,FPSO-CL-TS-FL-01
50-FL-43303-01C02,FPSO-CL-TS-FL-01
50-FL-43316-01C02,FPSO-CL-TS-FL-01
50-FL-43454-01C02-P,FPSO-CL-TS-FL-02
50-FL-43513-01C02,FPSO-CL-TS-FL-01
50-GN-67001-01E01,FPSO-CL-TS-GN-01
50-GN-67002-01E01,FPSO-CL-TS-GN-01
50-GN-67003-01E01,FPSO-CL-TS-GN-01
50-GN-67004-01E01,FPSO-CL-TS-GN-01
50-GN-67005-01E01,FPSO-CL-TS-GN-01
50-GN-67006-01E01,FPSO-CL-TS-GN-01
50-GN-67007-01E01,FPSO-CL-TS-GN-01
50-GN-67008-01E01,FPSO-CL-TS-GN-01
50-GN-67009-01E01,FPSO-CL-TS-GN-01
50-GN-67010-01E01,FPSO-CL-TS-GN-01
50-GN-67011-01E01,FPSO-CL-TS-GN-01
50-OL-69005-01S01,FPSO-CL-TS-OL-01
50-OL-69006-01S01,FPSO-CL-TS-OL-01
50-PF-20063-03S01-P,FPSO-CL-TS-PF-02
50-PF-20064-03S01-P,FPSO-CL-TS-PF-02
50-PF-20300-03C03-P,FPSO-CL-TS-PF-01
50-PF-20301-03C03-P,FPSO-CL-TS-PF-01
50-PF-20503-03C03-P,FPSO-CL-TS-PF-01
50-PF-20504-03C03-P,FPSO-CL-TS-PF-01
50-PG-20030-01C03-P,FPSO-CL-TS-PG-01
50-PG-23024-03C03,FPSO-CL-TS-PG-01
50-PG-23030-09C02-P,FPSO-CL-TS-PG-04
50-PG-23044-03C03,FPSO-CL-TS-PG-01
50-PG-23048-09C02,FPSO-CL-TS-PG-04
50-PG-23061-25C02-P,FPSO-CL-TS-FH-01
50-PG-23062-25S01,FPSO-CL-TS-FH-02
50-PG-23063-09C02,FPSO-CL-TS-PG-08
50-PG-23064-09C02,FPSO-CL-TS-PG-08
50-PG-23073-01C03-P,FPSO-CL-TS-RP-01
50-PG-23074-01C02-P,FPSO-CL-TS-FH-01
50-PG-23075-03C02-P,FPSO-CL-TS-RP-01
50-PG-23407-01C03-P,FPSO-CL-TS-RP-01
50-PG-23408-01C02-P,FPSO-CL-TS-RP-01
50-PG-23411-03C02-P,FPSO-CL-TS-RP-01
50-PG-23412-03C03,FPSO-CL-TS-RP-01
50-PG-23414-03C03,FPSO-CL-TS-RP-01
50-PG-23416-03C03,FPSO-CL-TS-RP-01
50-PG-23508-25C02,FPSO-CL-TS-PG-08
50-PG-44022-01C03-P,FPSO-CL-TS-PG-01
50-PL-20033-01C02,FPSO-CL-TS-PL-01
50-PL-20060-01C02,FPSO-CL-TS-PL-01
50-PL-23020-01C03,FPSO-CL-TS-PL-03
50-PL-23021-03C03,FPSO-CL-TS-PL-03
50-PL-23022-03C03,FPSO-CL-TS-PL-03
50-PL-23023-03C03,FPSO-CL-TS-PL-03
50-PL-23032-01C03,FPSO-CL-TS-PL-03
50-PL-23033-03C03,FPSO-CL-TS-PL-03
50-PL-23034-01C03,FPSO-CL-TS-PL-03
50-PL-23040-03C03,FPSO-CL-TS-PL-03
50-PL-23041-06C03,FPSO-CL-TS-PL-03
50-PL-23042-09C03,FPSO-CL-TS-PL-03
50-PL-23052-09C03,FPSO-CL-TS-PL-03
50-PL-23300-09C03,FPSO-CL-TS-PL-03
50-PL-23514-01C03,FPSO-CL-TS-PL-03
50-PL-23515-01C03,FPSO-CL-TS-PL-03
50-PL-23516-03C03,FPSO-CL-TS-PL-03
50-PL-24003-09C02,FPSO-CL-TS-PL-01
50-PL-24036-09C02,FPSO-CL-TS-PL-01
50-PL-45015-03C03,FPSO-CL-TS-PL-03
50-PL-45016-03C03,FPSO-CL-TS-PL-03
50-PL-45030-03C03,FPSO-CL-TS-PL-03
50-PL-45031-03C03,FPSO-CL-TS-PL-03
50-PL-57066-01C03,FPSO-CL-TS-PL-03
50-PL-57403-01C03,FPSO-CL-TS-RP-01
50-PL-57406-01C03,FPSO-CL-TS-PL-03
50-PW-44009-01C03-P,FPSO-CL-TS-PW-02
50-PW-44012-01X01,FPSO-CL-TS-PW-03
50-PW-44013-01X01,FPSO-CL-TS-PW-03
50-PW-44014-01X01,FPSO-CL-TS-PW-03
50-PW-44015-01X01,FPSO-CL-TS-PW-03
50-PW-44025-01X01,FPSO-CL-TS-PW-03
50-PW-44027-01X01,FPSO-CL-TS-PW-03
50-PW-44040-01C02,FPSO-CL-TS-PW-01
